1,10,1
1,3,3
1,6,5
1,9,5
1,11,4
2,3,5
2,4,4
2,7,4
2,10,2
2,11,1
2,12,3
3,1,2
3,2,4
3,4,1
3,5,2
3,7,3
3,9,4
3,10,3
3,11,5
4,2,2
4,3,4
4,5,5
4,8,4
4,11,2
5,3,4
5,4,3
5,5,4
5,6,2
5,11,2
5,12,5
6,10,1
6,3,3
6,5,3
6,8,2
6,11,4
7,10,1
7,11,1
7,2,4
7,3,1
8,3,3
8,4,2
8,6,1
8,8,3
9,6,5
9,10,2
9,2,4
9,9,5
10,9,5
10,1,2
10,5,3
10,7,5
11,11,4
11,1,4
11,10,3
11,9,4
12,3,5
12,4,1
12,7,2
12,9,5
13,4,4
13,5,3
13,10,2
13,7,4
14,7,4
14,11,2
14,10,2
14,2,4
15,10,2
15,1,4
15,2,3
15,11,2
16,11,1
16,1,5
16,2,1
16,8,1
17,12,3
17,10,5
17,11,4
17,3,3
18,1,2
18,5,4
18,6,3
18,7,2
19,8,3
19,7,4
19,4,2
19,3,4
20,4,1
20,5,1
20,6,3
20,7,2
21,5,2
21,6,3
21,7,3
21,8,2
22,7,3
22,8,2
22,9,3
22,11,4
23,9,4
23,2,3
23,3,4
23,4,4
24,10,3
24,11,3
24,6,3
24,2,3
25,3,4
25,7,4
25,6,5
25,4,5
26,6,2
26,7,2
26,8,3
26,9,2
27,5,4
28,5,5
28,6,3
28,4,4
28,3,2
28,2,1
29,8,4
29,10,4
29,2,5
29,3,3
29,4,2
30,11,2
30,6,2
30,1,2
30,5,1
30,8,3
31,7,4
32,4,3
32,2,3
32,1,4
32,5,3
33,5,4
33,6,4
33,2,5
33,7,2
34,6,2
34,7,3
34,4,2
34,3,1
34,6,2
35,11,2
35,10,2
35,5,3
35,7,4
36,12,5
36,11,3
36,2,2
36,4,4
37,10,3
37,4,4
37,5,2
37,6,3
38,3,3
38,4,4
38,6,1
38,8,2
39,5,3
39,6,2
39,7,3
39,8,4
39,9,2
40,11,4
40,10,2
40,2,3
40,5,4
